Created on 07-22-2018,http://www.CryptoDataDownload.com,,,,,,
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-06-29 07-AM,NEOUSD,27.87,27.87,27.53,27.73,112.68,3118.34
2018-06-29 06-AM,NEOUSD,27.95,28,27.53,27.87,379.28,10538.74
2018-06-29 05-AM,NEOUSD,27.5,27.95,27.1,27.95,1445.87,39513.49
2018-06-29 04-AM,NEOUSD,27.9,27.9,27.5,27.5,1099.39,30443.24
2018-06-29 03-AM,NEOUSD,27.69,27.9,27.69,27.9,852.74,23642.74
2018-06-29 02-AM,NEOUSD,28.05,28.05,27.69,27.69,978.33,27199.3
2018-06-29 01-AM,NEOUSD,28.34,28.44,27.8,28.05,1285.21,35948.77
2018-06-29 12-AM,NEOUSD,28.28,28.48,28.1,28.34,1015.91,28645.15
2018-06-28 11-PM,NEOUSD,28.8,29.07,28.1,28.28,2308.52,65849.7
2018-06-28 10-PM,NEOUSD,28.8,29.24,28.8,28.8,551.65,15937.45
2018-06-28 09-PM,NEOUSD,29.9,29.9,28.8,28.8,923.92,27116.35
2018-06-28 08-PM,NEOUSD,29.99,30.01,29.76,29.9,93.52,2784.4
2018-06-28 07-PM,NEOUSD,30.41,30.41,29.78,29.99,723.56,21738.03
2018-06-28 06-PM,NEOUSD,30.34,30.41,30.06,30.41,82.47,2490.04
2018-06-28 05-PM,NEOUSD,30.27,30.34,30,30.34,146.94,4416.96
2018-06-28 04-PM,NEOUSD,30.21,30.27,29.9,30.27,459.59,13748.94
2018-06-28 03-PM,NEOUSD,30.07,30.21,30.07,30.21,28.35,856.51
2018-06-28 02-PM,NEOUSD,30.27,30.27,29.87,30.07,224.42,6741.33
2018-06-28 01-PM,NEOUSD,29.99,30.34,29.99,30.27,1378.04,41755.17
2018-06-28 12-PM,NEOUSD,30.2,30.38,29.99,29.99,513.01,15418.78
2018-06-28 11-AM,NEOUSD,29.96,30.2,29.96,30.2,3.49,105.2
2018-06-28 10-AM,NEOUSD,30.01,30.11,29.7,29.96,112.11,3351.8
2018-06-28 09-AM,NEOUSD,29.83,30.11,29.83,30.01,10.72,319.85
2018-06-28 08-AM,NEOUSD,30,30.18,29.83,29.83,64.16,1919.61
2018-06-28 07-AM,NEOUSD,30,30,30,30,184.4,5532.04
2018-06-28 06-AM,NEOUSD,30.04,30.06,29.9,30,11.1,332.99
2018-06-28 05-AM,NEOUSD,30.11,30.11,30.04,30.04,0.1331,4
2018-06-28 04-AM,NEOUSD,29.92,30.11,29.7,30.11,153.61,4572.38
2018-06-28 03-AM,NEOUSD,30.3,30.3,29.92,29.92,35.35,1063.59
2018-06-28 02-AM,NEOUSD,30.27,30.3,30.27,30.3,1.81,54.76
2018-06-28 01-AM,NEOUSD,30.5,30.6,30,30.27,247.63,7485.13
2018-06-28 12-AM,NEOUSD,30.5,30.5,30.45,30.5,49.1,1497.25
2018-06-27 11-PM,NEOUSD,30.15,30.5,30.15,30.5,99.61,3032.89
2018-06-27 10-PM,NEOUSD,30.15,30.15,30.01,30.15,12.31,370.23
2018-06-27 09-PM,NEOUSD,30.5,30.5,30.01,30.15,149.38,4526.53
2018-06-27 08-PM,NEOUSD,30.44,30.5,30.44,30.5,123.77,3768.57
2018-06-27 07-PM,NEOUSD,30.44,30.44,30.3,30.44,168.97,5127.84
2018-06-27 06-PM,NEOUSD,30.4,30.44,30.32,30.44,21.66,658.72
2018-06-27 05-PM,NEOUSD,30.11,30.4,30.11,30.4,707.79,21515.87
2018-06-27 04-PM,NEOUSD,30.11,30.11,30.07,30.11,32.64,982.81
2018-06-27 03-PM,NEOUSD,29.51,30.21,29.51,30.11,1025.15,30709.4
2018-06-27 02-PM,NEOUSD,30,30.18,29.5,29.51,772.18,23050.04
2018-06-27 01-PM,NEOUSD,30,30.14,29.67,30,28.79,860.33
2018-06-27 12-PM,NEOUSD,30.21,30.21,29.67,30,59.37,1765.54
2018-06-27 11-AM,NEOUSD,30.36,30.36,29.84,30.21,168.77,5061.84
2018-06-27 10-AM,NEOUSD,30,30.4,29.97,30.36,510.1,15436.09
2018-06-27 09-AM,NEOUSD,29.89,30.12,29.53,30,446.56,13192.41
2018-06-27 08-AM,NEOUSD,29.53,29.89,29.53,29.89,133.64,3949.74
2018-06-27 07-AM,NEOUSD,29.98,29.98,29.53,29.53,1468.48,43387.95
2018-06-27 06-AM,NEOUSD,30.04,30.08,29.52,29.98,17.74,527.15
2018-06-27 05-AM,NEOUSD,29.69,30.04,29.32,30.04,649.93,19143.03
2018-06-27 04-AM,NEOUSD,29.8,29.8,29.5,29.69,17.29,511.55
2018-06-27 03-AM,NEOUSD,29.8,30.07,29.8,29.8,21.84,652.47
2018-06-27 02-AM,NEOUSD,30.24,30.24,29.65,29.8,205.03,6082.03
2018-06-27 01-AM,NEOUSD,29.9,30.5,29.8,30.24,1007.13,30347.22
2018-06-27 12-AM,NEOUSD,30,30,29.5,29.9,1325.39,39321.02
2018-06-26 11-PM,NEOUSD,30.5,30.66,30,30,615.94,18523.63
2018-06-26 10-PM,NEOUSD,31.13,31.13,30.3,30.5,68.19,2090.9
2018-06-26 09-PM,NEOUSD,30.86,31.37,30.44,31.13,124.13,3832.95
2018-06-26 08-PM,NEOUSD,30.44,30.86,30.44,30.86,59.82,1827.13
2018-06-26 07-PM,NEOUSD,30.87,30.87,30.44,30.44,42.46,1293.2
2018-06-26 06-PM,NEOUSD,30.71,30.9,30.65,30.87,110.51,3388.26
2018-06-26 05-PM,NEOUSD,31.01,31.15,30.71,30.71,282.67,8762.34
2018-06-26 04-PM,NEOUSD,30.9,31.77,30.9,31.01,1071.11,33758.94
2018-06-26 03-PM,NEOUSD,30.55,30.9,30.18,30.9,309.57,9445.7
2018-06-26 02-PM,NEOUSD,30.48,30.55,30.18,30.55,125.19,3793.77
2018-06-26 01-PM,NEOUSD,30.8,31.21,30.18,30.48,1334.03,40493.86
2018-06-26 12-PM,NEOUSD,31.02,31.29,30.8,30.8,40.95,1269.72
2018-06-26 11-AM,NEOUSD,31.35,31.35,30.93,31.02,213.81,6678.55
2018-06-26 10-AM,NEOUSD,30.8,31.35,30.8,31.35,29.51,915.69
2018-06-26 09-AM,NEOUSD,31.29,31.37,30.8,30.8,673.58,20818.2
2018-06-26 08-AM,NEOUSD,31.49,31.49,31.04,31.29,462.08,14433
2018-06-26 07-AM,NEOUSD,31.26,31.58,31.19,31.49,4.01,125.77
2018-06-26 06-AM,NEOUSD,31.62,31.62,31.26,31.26,215.89,6776.25
2018-06-26 05-AM,NEOUSD,31.12,31.62,31.12,31.62,217.6,6846.64
2018-06-26 04-AM,NEOUSD,31.48,31.48,31.12,31.12,59.18,1844.32
2018-06-26 03-AM,NEOUSD,31.2,31.5,31.2,31.48,42.34,1331.74
2018-06-26 02-AM,NEOUSD,31.15,31.44,31.15,31.2,60.29,1882.64
2018-06-26 01-AM,NEOUSD,31.2,31.4,31,31.15,208.85,6506.67
2018-06-26 12-AM,NEOUSD,31.74,31.74,31.2,31.2,90.17,2826
2018-06-25 11-PM,NEOUSD,31.89,31.89,31.45,31.74,14.22,447.76
2018-06-25 10-PM,NEOUSD,31.77,32.02,31.47,31.89,100.67,3220.83
2018-06-25 09-PM,NEOUSD,31.76,31.77,31.45,31.77,176.04,5572.78
2018-06-25 08-PM,NEOUSD,31.77,31.87,31.44,31.76,432.6,13668.69
2018-06-25 07-PM,NEOUSD,32.12,32.12,31.5,31.77,265.89,8506.72
2018-06-25 06-PM,NEOUSD,32.12,32.19,32.12,32.12,117.95,3792.3
2018-06-25 05-PM,NEOUSD,32.25,32.36,31.84,32.12,769,24575.58
2018-06-25 04-PM,NEOUSD,32.3,32.74,32,32.25,216.94,6975.81
2018-06-25 03-PM,NEOUSD,32.4,32.66,31.99,32.3,989.39,31954.79
2018-06-25 02-PM,NEOUSD,31.41,32.9,31.41,32.4,1067.78,34558.25
2018-06-25 01-PM,NEOUSD,31.3,31.41,31,31.41,25.77,805.18
2018-06-25 12-PM,NEOUSD,32,32.71,31,31.3,1196.32,38103.48
2018-06-25 11-AM,NEOUSD,31.7,32.44,31.7,32,827.88,26574.55
2018-06-25 10-AM,NEOUSD,31.33,31.7,31.33,31.7,323.74,10175.59
2018-06-25 09-AM,NEOUSD,31.33,31.6,31.33,31.33,967.98,30569.01
2018-06-25 08-AM,NEOUSD,31.34,31.34,31.33,31.33,35.41,1109.4
2018-06-25 07-AM,NEOUSD,31.63,31.63,31.34,31.34,2.62,82.4
2018-06-25 06-AM,NEOUSD,31.22,31.7,30.99,31.63,127.33,4009.92
2018-06-25 05-AM,NEOUSD,30.96,31.24,30.85,31.22,116.85,3648.25
2018-06-25 04-AM,NEOUSD,30.85,31.36,30.85,30.96,194.91,6067.42
2018-06-25 03-AM,NEOUSD,30.54,30.85,30.54,30.85,157.51,4850.23
2018-06-25 02-AM,NEOUSD,30.92,31.09,30.5,30.54,168.89,5194.08
2018-06-25 01-AM,NEOUSD,31.46,31.46,30.92,30.92,31.81,998.79
2018-06-25 12-AM,NEOUSD,30.92,31.46,30.92,31.46,350.04,10982.68
2018-06-24 11-PM,NEOUSD,31.47,31.47,30.91,30.92,368.85,11532.78
2018-06-24 10-PM,NEOUSD,31.67,31.72,30.91,31.47,838.02,26152.04
2018-06-24 09-PM,NEOUSD,31.55,31.95,31.55,31.67,368.34,11763.98
2018-06-24 08-PM,NEOUSD,31.55,32,30.89,31.55,747.35,23276.83
2018-06-24 07-PM,NEOUSD,31.76,31.85,31.3,31.55,397.63,12546.48
2018-06-24 06-PM,NEOUSD,32.07,32.07,31.1,31.76,747.93,23735.9
2018-06-24 05-PM,NEOUSD,31.5,32.44,30.9,32.07,1445.75,46115.99
2018-06-24 04-PM,NEOUSD,29,32.2,28.82,31.5,1804.59,54693.93
2018-06-24 03-PM,NEOUSD,30.26,30.44,29,29,3204.92,94449.77
2018-06-24 02-PM,NEOUSD,30.62,30.8,30.26,30.26,237.7,7260.65
2018-06-24 01-PM,NEOUSD,30.28,30.66,30.25,30.62,196.69,6013.76
2018-06-24 12-PM,NEOUSD,30.4,30.63,30,30.28,2917.61,87731.86
2018-06-24 11-AM,NEOUSD,31.1,31.2,30.4,30.4,1543.91,47525.4
2018-06-24 10-AM,NEOUSD,30.87,31.2,30.7,31.1,451.28,13963.22
2018-06-24 09-AM,NEOUSD,30.64,31.5,30.64,30.87,1317.78,40975.51
2018-06-24 08-AM,NEOUSD,30.82,31.09,30.6,30.64,878.63,27050.81
2018-06-24 07-AM,NEOUSD,31.22,31.51,30.82,30.82,237.38,7387.72
2018-06-24 06-AM,NEOUSD,32,32,30.8,31.22,832.38,25892.3
2018-06-24 05-AM,NEOUSD,31.4,32.5,31.4,32,840.88,26823.87
2018-06-24 04-AM,NEOUSD,33,33,31.2,31.4,2355.04,75202.45
2018-06-24 03-AM,NEOUSD,33.49,33.49,32.8,33,179.43,5925.29
2018-06-24 02-AM,NEOUSD,33.12,33.5,33.12,33.49,5.92,197.61
2018-06-24 01-AM,NEOUSD,33.7,33.7,33.12,33.12,35.29,1176.43
2018-06-24 12-AM,NEOUSD,34.05,34.08,33.6,33.7,104.85,3550.56
2018-06-23 11-PM,NEOUSD,34.29,34.29,33.86,34.05,151.06,5122.65
2018-06-23 10-PM,NEOUSD,34.6,34.8,34.05,34.29,1354.53,46810.84
2018-06-23 09-PM,NEOUSD,33.45,34.6,33.45,34.6,285.56,9779.73
2018-06-23 08-PM,NEOUSD,33.62,33.85,33.42,33.45,63.09,2112.28
2018-06-23 07-PM,NEOUSD,33.81,34.11,33.62,33.62,97.11,3299.53
2018-06-23 06-PM,NEOUSD,33.62,33.82,33.62,33.81,105.9,3568.07
2018-06-23 05-PM,NEOUSD,33.2,33.62,33.2,33.62,49.93,1672.47
2018-06-23 04-PM,NEOUSD,33.16,33.51,33,33.2,49.61,1644.65
2018-06-23 03-PM,NEOUSD,33.49,33.49,32.8,33.16,879.67,28864
2018-06-23 02-PM,NEOUSD,33.52,33.52,33.02,33.49,34.48,1151.9
2018-06-23 01-PM,NEOUSD,33.3,33.52,33.07,33.52,82.46,2734.52
2018-06-23 12-PM,NEOUSD,33.54,33.87,32.87,33.3,493.36,16445.87
2018-06-23 11-AM,NEOUSD,33.66,33.96,33.54,33.54,145.07,4883.75
2018-06-23 10-AM,NEOUSD,33.66,33.98,33.66,33.66,54.55,1845.73
2018-06-23 09-AM,NEOUSD,33.56,33.66,33.19,33.66,0.5141,17.1
2018-06-23 08-AM,NEOUSD,33.2,33.9,33.15,33.56,143.56,4844.42
2018-06-23 07-AM,NEOUSD,33,33.55,33,33.2,73.09,2450.43
2018-06-23 06-AM,NEOUSD,33,33.44,32.81,33,66.91,2201.26
2018-06-23 05-AM,NEOUSD,33.67,33.75,33,33,486.19,16272.16
2018-06-23 04-AM,NEOUSD,33.53,33.67,33.53,33.67,9.5,319.03
2018-06-23 03-AM,NEOUSD,33.8,34.2,33.25,33.53,120.83,4072.15
2018-06-23 02-AM,NEOUSD,33.96,34.5,33.8,33.8,1106.47,37941.93
2018-06-23 01-AM,NEOUSD,34,34,33.57,33.96,432.09,14648.45
2018-06-23 12-AM,NEOUSD,33.04,34,33.04,34,227.86,7619.23
2018-06-22 11-PM,NEOUSD,32.78,33.36,32.78,33.04,149.13,4942.03
2018-06-22 10-PM,NEOUSD,32.51,33.36,32.5,32.78,253.73,8290.73
2018-06-22 09-PM,NEOUSD,32.88,33,32,32.51,1939.31,62844.48
2018-06-22 08-PM,NEOUSD,34.21,34.34,32.75,32.88,2154.49,71503.55
2018-06-22 07-PM,NEOUSD,34.42,34.42,33.92,34.21,99.85,3429.76
2018-06-22 06-PM,NEOUSD,33.5,34.42,33.36,34.42,207.33,7082.18
2018-06-22 05-PM,NEOUSD,33.94,33.94,33.5,33.5,21.17,713.3
2018-06-22 04-PM,NEOUSD,33.88,34.03,33.5,33.94,528.47,17902.33
2018-06-22 03-PM,NEOUSD,34.09,34.18,33.52,33.88,772.03,26029.79
2018-06-22 02-PM,NEOUSD,33.7,34.53,33.43,34.09,803.62,27434.06
2018-06-22 01-PM,NEOUSD,34.1,34.34,33.31,33.7,2380.59,79991.78
2018-06-22 12-PM,NEOUSD,34.5,34.85,34,34.1,738.62,25435.81
2018-06-22 11-AM,NEOUSD,35.23,35.25,34.5,34.5,317.36,11158.89
2018-06-22 10-AM,NEOUSD,34.38,35.27,34.26,35.23,1408.67,48741.5
2018-06-22 09-AM,NEOUSD,35.35,35.45,34.26,34.38,2175.2,75488.19
2018-06-22 08-AM,NEOUSD,35.47,36.09,35,35.35,1230.93,43394.24
2018-06-22 07-AM,NEOUSD,36.23,36.35,35.3,35.47,1685.58,60130.02
2018-06-22 06-AM,NEOUSD,36.9,36.9,36.23,36.23,354.66,12907.55
2018-06-22 05-AM,NEOUSD,36.72,36.91,36.6,36.9,347.25,12794.46
2018-06-22 04-AM,NEOUSD,36.75,36.96,36.7,36.72,120.45,4423.76
2018-06-22 03-AM,NEOUSD,36.8,36.9,36.75,36.75,77.84,2862.65
2018-06-22 02-AM,NEOUSD,36.8,37,36.7,36.8,36.27,1334.8
2018-06-22 01-AM,NEOUSD,37.78,37.78,36.67,36.8,1275.97,47124.19
2018-06-22 12-AM,NEOUSD,37.92,37.92,37.5,37.78,40.92,1545.4
2018-06-21 11-PM,NEOUSD,37.99,37.99,37.4,37.92,9.02,340.13
2018-06-21 10-PM,NEOUSD,37.7,37.99,37.5,37.99,29.44,1106.38
2018-06-21 09-PM,NEOUSD,37.77,37.77,37.51,37.7,42.71,1607.74
2018-06-21 08-PM,NEOUSD,37.51,37.79,37.2,37.77,939.17,35315.97
2018-06-21 07-PM,NEOUSD,37.42,37.54,37.24,37.51,282.76,10556.11
2018-06-21 06-PM,NEOUSD,38,38,37.42,37.42,40.38,1515.56
2018-06-21 05-PM,NEOUSD,37.9,38,37.9,38,122.11,4629.52
2018-06-21 04-PM,NEOUSD,37.92,38,37.74,37.9,193.54,7345.49
2018-06-21 03-PM,NEOUSD,37.82,38,37.7,37.92,210.19,7958.18
2018-06-21 02-PM,NEOUSD,37.73,37.82,37.51,37.82,35.87,1349.68
2018-06-21 01-PM,NEOUSD,37.91,38.14,37.27,37.73,934.46,35017.36
2018-06-21 12-PM,NEOUSD,38.23,38.23,37.91,37.91,49.56,1884.05
2018-06-21 11-AM,NEOUSD,38.53,38.53,37.9,38.23,289.13,11074.3
2018-06-21 10-AM,NEOUSD,38.01,38.53,38,38.53,410.73,15646.64
2018-06-21 09-AM,NEOUSD,38.4,38.4,37.7,38.01,736.26,27927.63
2018-06-21 08-AM,NEOUSD,39.15,39.15,38.07,38.4,810.4,31449.93
2018-06-21 07-AM,NEOUSD,39.21,39.4,39.08,39.15,81.51,3190.03
2018-06-21 06-AM,NEOUSD,39.43,39.43,39.21,39.21,0.959,37.61
2018-06-21 05-AM,NEOUSD,39.28,39.5,38.99,39.43,162.32,6373.27
2018-06-21 04-AM,NEOUSD,39.35,39.48,39.01,39.28,242.5,9530.69
2018-06-21 03-AM,NEOUSD,39.35,39.5,39.35,39.35,10.44,411.37
2018-06-21 02-AM,NEOUSD,39.06,39.35,39.06,39.35,437.26,17204.15
2018-06-21 01-AM,NEOUSD,39.06,39.25,38.86,39.06,142.34,5578.52
2018-06-21 12-AM,NEOUSD,39.07,39.14,38.79,39.06,56.7,2212.9
2018-06-20 11-PM,NEOUSD,39.05,39.14,38.8,39.07,51.33,1993.2
2018-06-20 10-PM,NEOUSD,38.97,39.07,38.76,39.05,316.05,12308.51
2018-06-20 09-PM,NEOUSD,38.86,39.07,38.71,38.97,74.76,2911.28
2018-06-20 08-PM,NEOUSD,38.77,38.86,38.51,38.86,104.32,4051.49
2018-06-20 07-PM,NEOUSD,39,39.14,38.77,38.77,135.18,5266.32
2018-06-20 06-PM,NEOUSD,39,39.38,39,39,51.3,2006.73
2018-06-20 05-PM,NEOUSD,39,39.2,38.93,39,117.01,4564.4
2018-06-20 04-PM,NEOUSD,39,39.55,39,39,679.46,26557.14
2018-06-20 03-PM,NEOUSD,39.31,39.31,38.77,39,303.7,11830.97
2018-06-20 02-PM,NEOUSD,39.15,39.31,38.99,39.31,151.8,5943.01
2018-06-20 01-PM,NEOUSD,37.8,39.15,37.8,39.15,219.47,8467.65
2018-06-20 12-PM,NEOUSD,38.05,38.12,37.8,37.8,187.56,7126.02
2018-06-20 11-AM,NEOUSD,37.7,38.1,37.7,38.05,79.34,2995.07
2018-06-20 10-AM,NEOUSD,38.35,38.35,37.7,37.7,124.27,4720.98
2018-06-20 09-AM,NEOUSD,38.03,38.36,38.03,38.35,161.98,6174.46
2018-06-20 08-AM,NEOUSD,38.23,38.38,38,38.03,153.84,5883.41
2018-06-20 07-AM,NEOUSD,38.34,38.38,37.95,38.23,91.06,3466.32
2018-06-20 06-AM,NEOUSD,37.7,38.34,37.7,38.34,232.62,8833.83
2018-06-20 05-AM,NEOUSD,38.16,38.16,37.7,37.7,61.41,2329.86
2018-06-20 04-AM,NEOUSD,38,38.25,37.7,38.16,381.5,14483.45
2018-06-20 03-AM,NEOUSD,37.86,38.48,37.86,38,171.04,6519.26
2018-06-20 02-AM,NEOUSD,38.48,38.76,37.85,37.86,1299.57,49431.5
2018-06-20 01-AM,NEOUSD,38.57,38.57,37.53,38.48,1069.26,40806.52
2018-06-20 12-AM,NEOUSD,40,40,38.57,38.57,767.43,29889.48
2018-06-19 11-PM,NEOUSD,39.72,40.08,39.72,40,7.13,284.58
2018-06-19 10-PM,NEOUSD,39.36,39.95,39.36,39.72,50.03,1985.16
2018-06-19 09-PM,NEOUSD,39.45,39.45,39.21,39.36,11.98,470.81
2018-06-19 08-PM,NEOUSD,39.75,40.01,39.21,39.45,223.71,8884.18
2018-06-19 07-PM,NEOUSD,39.75,39.75,39.35,39.75,34.02,1339.47
2018-06-19 06-PM,NEOUSD,39.86,39.86,39.4,39.75,468.57,18533.34
2018-06-19 05-PM,NEOUSD,39.71,39.99,39.35,39.86,1661.38,66195.64
2018-06-19 04-PM,NEOUSD,40.2,40.2,39.22,39.71,169.4,6704.2
2018-06-19 03-PM,NEOUSD,40.2,40.2,39.91,40.2,298.19,11927.94
2018-06-19 02-PM,NEOUSD,40.02,40.38,39.98,40.2,764.73,30651.41
2018-06-19 01-PM,NEOUSD,40.58,41.29,40.02,40.02,589.17,24009.81
2018-06-19 12-PM,NEOUSD,40.25,40.58,39.96,40.58,728.11,29321.51
2018-06-19 11-AM,NEOUSD,39.3,40.44,39.3,40.25,328.46,13191.32
2018-06-19 10-AM,NEOUSD,39.4,39.68,39.3,39.3,138.3,5460.66
2018-06-19 09-AM,NEOUSD,39.06,39.4,39.06,39.4,55.95,2204.16
2018-06-19 08-AM,NEOUSD,39,39.5,39,39.06,193.75,7628.38
2018-06-19 07-AM,NEOUSD,39.33,39.33,38.97,39,27.99,1093.26
2018-06-19 06-AM,NEOUSD,39.16,39.6,39.11,39.33,70.52,2768.02
2018-06-19 05-AM,NEOUSD,39.6,39.6,39.16,39.16,77.13,3020.32
2018-06-19 04-AM,NEOUSD,39.15,39.6,39.15,39.6,495.2,19578.21
2018-06-19 03-AM,NEOUSD,39,39.34,39,39.15,91.01,3578.95
2018-06-19 02-AM,NEOUSD,39.84,39.84,39,39,416.6,16277.88
2018-06-19 01-AM,NEOUSD,39.49,39.84,39.49,39.84,59.52,2367.35
2018-06-19 12-AM,NEOUSD,39.7,39.7,39.27,39.49,37.49,1475.74
2018-06-18 11-PM,NEOUSD,39.27,39.7,39.27,39.7,514.24,20245.53
2018-06-18 10-PM,NEOUSD,39.51,39.51,39.21,39.27,47.67,1873.91
2018-06-18 09-PM,NEOUSD,39.8,40,39.35,39.51,629.04,25129.6
2018-06-18 08-PM,NEOUSD,39.28,39.8,39.28,39.8,214.12,8457.01
2018-06-18 07-PM,NEOUSD,40,40,39.01,39.28,571.38,22540.51
2018-06-18 06-PM,NEOUSD,39.5,40,39.5,40,185.94,7400.36
2018-06-18 05-PM,NEOUSD,39.06,40.64,38.96,39.5,984.61,39339.13
2018-06-18 04-PM,NEOUSD,37.55,39.41,37.55,39.06,932.83,36278.6
2018-06-18 03-PM,NEOUSD,37.46,37.81,37.38,37.55,305.94,11519.3
2018-06-18 02-PM,NEOUSD,37.46,37.46,37.12,37.46,180.49,6717.1
2018-06-18 01-PM,NEOUSD,37.07,37.46,37.05,37.46,207.74,7728.51
2018-06-18 12-PM,NEOUSD,37.34,37.48,37.07,37.07,14.17,526.34
2018-06-18 11-AM,NEOUSD,37.54,37.54,37.01,37.34,49.31,1826.8
2018-06-18 10-AM,NEOUSD,37.9,37.9,37.54,37.54,7.52,282.93
2018-06-18 09-AM,NEOUSD,37.54,38,37.43,37.9,277.97,10526.05
2018-06-18 08-AM,NEOUSD,37,37.84,37,37.54,78.41,2933.66
2018-06-18 07-AM,NEOUSD,37.26,37.26,37,37,145.67,5414.79
2018-06-18 06-AM,NEOUSD,37.13,37.26,37.01,37.26,14.93,554.25
2018-06-18 05-AM,NEOUSD,37.59,37.59,37,37.13,143.61,5335.2
2018-06-18 04-AM,NEOUSD,37.79,38,37.28,37.59,123.97,4642.8
2018-06-18 03-AM,NEOUSD,38,38,37.79,37.79,3.14,119.09
2018-06-18 02-AM,NEOUSD,37.99,38,37.65,38,41.98,1581.72
2018-06-18 01-AM,NEOUSD,38,38,37.65,37.99,84.69,3190.41
2018-06-18 12-AM,NEOUSD,38.86,38.86,38,38,400.62,15281.63
2018-06-17 11-PM,NEOUSD,38.98,38.98,38.33,38.86,163.16,6294.57
2018-06-17 10-PM,NEOUSD,38.88,38.98,38.66,38.98,68.3,2646.87
2018-06-17 09-PM,NEOUSD,38.96,39.09,38.76,38.88,123.04,4800.61
2018-06-17 08-PM,NEOUSD,39.59,39.68,38.64,38.96,185.04,7230.7
2018-06-17 07-PM,NEOUSD,39.1,39.59,39.02,39.59,201.21,7916.24
2018-06-17 06-PM,NEOUSD,38.8,39.1,38.68,39.1,309.15,12049.24
2018-06-17 05-PM,NEOUSD,38.76,38.86,38.56,38.8,1315.85,51083.29
2018-06-17 04-PM,NEOUSD,37.94,38.76,37.94,38.76,168.01,6432.24
2018-06-17 03-PM,NEOUSD,38,38.17,37.79,37.94,29.96,1133.14
2018-06-17 02-PM,NEOUSD,38.02,38.22,37.59,38,12.97,494.67
2018-06-17 01-PM,NEOUSD,37.71,38.14,37.59,38.02,19.92,754.95
2018-06-17 12-PM,NEOUSD,38,38.26,37.71,37.71,89.07,3394.95
2018-06-17 11-AM,NEOUSD,37.59,38,37.59,38,115.4,4340.91
2018-06-17 10-AM,NEOUSD,38.1,38.1,37.59,37.59,5.98,226.75
2018-06-17 09-AM,NEOUSD,37.75,38.1,37.59,38.1,128.57,4843.68
2018-06-17 08-AM,NEOUSD,37.98,38.26,37.75,37.75,365.06,13854.22
2018-06-17 07-AM,NEOUSD,38,38,37.9,37.98,46.11,1751.14
2018-06-17 06-AM,NEOUSD,38,38.13,38,38,10.92,415.33
2018-06-17 05-AM,NEOUSD,38,38.26,38,38,150.35,5713.66
2018-06-17 04-AM,NEOUSD,38.27,38.27,38,38,36.02,1377.98
2018-06-17 03-AM,NEOUSD,38.27,38.27,38.27,38.27,10.69,409.22
2018-06-17 02-AM,NEOUSD,38.25,38.36,38.25,38.27,20,765.62
2018-06-17 01-AM,NEOUSD,38.26,38.26,37.91,38.25,15.4,588.92
2018-06-17 12-AM,NEOUSD,38.1,38.26,38.1,38.26,6.21,236.63
2018-06-16 11-PM,NEOUSD,38.38,38.38,38.1,38.1,14.02,534.05
2018-06-16 10-PM,NEOUSD,38.31,38.38,37.95,38.38,196.06,7499.27
2018-06-16 09-PM,NEOUSD,38.21,38.31,38,38.31,113.15,4303.67
2018-06-16 08-PM,NEOUSD,38.04,38.21,38.04,38.21,0.528,20.16
2018-06-16 07-PM,NEOUSD,38.31,38.31,37.75,38.04,206.13,7797.1
2018-06-16 06-PM,NEOUSD,37.8,38.31,37.8,38.31,9.21,350.89
2018-06-16 05-PM,NEOUSD,37.79,38.4,37.64,37.8,606.32,23077.38
2018-06-16 04-PM,NEOUSD,36.79,37.94,36.5,37.79,242.56,8978.47
2018-06-16 03-PM,NEOUSD,36.79,36.98,36.43,36.79,293.83,10745.86
2018-06-16 02-PM,NEOUSD,37,37,36.61,36.79,289.4,10660.88
2018-06-16 01-PM,NEOUSD,37.71,37.86,36.85,37,1403.88,52129.28
2018-06-16 12-PM,NEOUSD,37.68,38.1,37.68,37.71,99.34,3748.24
2018-06-16 11-AM,NEOUSD,37.81,38.2,37.68,37.68,69.45,2637.72
2018-06-16 10-AM,NEOUSD,38,38.3,37.7,37.81,884.29,33705.82
2018-06-16 09-AM,NEOUSD,38,38,37.68,38,17.09,649.32
2018-06-16 08-AM,NEOUSD,38.17,38.17,37.95,38,25.66,975.06
2018-06-16 07-AM,NEOUSD,38.08,38.2,38.08,38.17,114.39,4367.22
2018-06-16 06-AM,NEOUSD,38.19,38.19,37.97,38.08,65.69,2494.38
2018-06-16 05-AM,NEOUSD,37.6,38.19,37.6,38.19,66.26,2496.69
2018-06-16 04-AM,NEOUSD,37.72,38.29,37.6,37.6,270.08,10206.38
2018-06-16 03-AM,NEOUSD,38.48,38.48,37.72,37.72,77.55,2955.48
2018-06-16 02-AM,NEOUSD,38.23,38.48,38.23,38.48,78.66,3026.44
2018-06-16 01-AM,NEOUSD,38.23,38.23,37.7,38.23,198.29,7571.91
2018-06-16 12-AM,NEOUSD,38.17,38.23,37.85,38.23,1007.33,38478.13
2018-06-15 11-PM,NEOUSD,38.05,38.26,37.67,38.17,781.12,29449.22
2018-06-15 10-PM,NEOUSD,38.48,38.48,38.05,38.05,43.23,1657.95
